0.507462687,0.507462687,0.3,2263.215662
0.507462687,0.52238806,0.3,2259.017536
0.507462687,0.537313433,0.3,2250.667979
0.507462687,0.552238806,0.3,2238.25957
0.507462687,0.567164179,0.3,2221.929244
0.507462687,0.582089552,0.3,2201.856023
0.507462687,0.492537313,0.3,2263.215676
0.507462687,0.417910448,0.3,2201.856173
0.507462687,0.432835821,0.3,2221.929367
0.507462687,0.447761194,0.3,2238.259666
0.507462687,0.462686567,0.3,2250.668048
0.507462687,0.47761194,0.3,2259.017577
0.507462687,0.462686567,0.27,2248.607025
0.507462687,0.417910448,0.27,2200.149477
0.507462687,0.417910448,0.285,2203.191247
0.507462687,0.432835821,0.24,2201.37783
0.507462687,0.432835821,0.255,2212.621617
0.507462687,0.432835821,0.27,2220.079446
0.507462687,0.432835821,0.285,2223.240534
0.507462687,0.447761194,0.255,2228.658945
0.507462687,0.447761194,0.225,2202.43059
0.507462687,0.447761194,0.24,2217.178814
0.507462687,0.447761194,0.27,2236.290667
0.507462687,0.447761194,0.285,2239.550305
0.507462687,0.462686567,0.285,2251.942434
0.507462687,0.462686567,0.255,2240.842049
0.507462687,0.462686567,0.225,2214.21426
0.507462687,0.462686567,0.24,2229.181082
0.507462687,0.47761194,0.21,2204.324775
0.507462687,0.47761194,0.225,2222.140888
0.507462687,0.47761194,0.24,2237.255434
0.507462687,0.47761194,0.255,2249.038693
0.507462687,0.47761194,0.27,2256.893881
0.507462687,0.47761194,0.285,2260.280709
0.507462687,0.492537313,0.225,2226.125581
0.507462687,0.492537313,0.27,2261.060238
0.507462687,0.492537313,0.285,2264.473052
0.507462687,0.492537313,0.21,2208.225438
0.507462687,0.507462687,0.21,2208.225423
0.507462687,0.507462687,0.225,2226.125567
0.507462687,0.507462687,0.24,2241.31458
0.507462687,0.507462687,0.255,2253.159512
0.507462687,0.507462687,0.27,2261.060224
0.507462687,0.507462687,0.285,2264.473038
0.507462687,0.52238806,0.21,2204.324732
0.507462687,0.52238806,0.225,2222.140845
0.507462687,0.52238806,0.24,2237.255391
0.507462687,0.52238806,0.255,2249.038651
0.507462687,0.52238806,0.27,2256.893839
0.507462687,0.52238806,0.285,2260.280668
0.507462687,0.537313433,0.225,2214.214189
0.507462687,0.537313433,0.24,2229.181011
0.507462687,0.537313433,0.255,2240.841979
0.507462687,0.537313433,0.27,2248.606955
0.507462687,0.537313433,0.285,2251.942365
0.507462687,0.552238806,0.225,2202.43049
0.507462687,0.552238806,0.24,2217.178715
0.507462687,0.552238806,0.255,2228.658847
0.507462687,0.552238806,0.27,2236.290569
0.507462687,0.552238806,0.285,2239.550208
0.507462687,0.567164179,0.24,2201.377703
0.507462687,0.567164179,0.255,2212.621491
0.507462687,0.567164179,0.27,2220.07932
0.507462687,0.567164179,0.285,2223.24041
0.507462687,0.582089552,0.27,2200.149324
0.507462687,0.582089552,0.285,2203.191095
0.507462687,0.492537313,0.255,2253.159526
0.507462687,0.492537313,0.24,2241.314594
0.52238806,0.597014925,0.3,2262.580065
0.52238806,0.507462687,0.3,2354.619083
0.52238806,0.552238806,0.3,2327.565004
0.52238806,0.567164179,0.3,2309.869825
0.52238806,0.582089552,0.3,2288.127644
0.52238806,0.611940299,0.3,2233.50778
0.52238806,0.626865672,0.3,2201.225968
0.52238806,0.402985075,0.3,2262.580239
0.52238806,0.447761194,0.3,2327.565098
0.52238806,0.462686567,0.3,2341.01478
0.52238806,0.47761194,0.3,2350.067045
0.52238806,0.492537313,0.3,2354.619097
0.52238806,0.52238806,0.3,2350.067004
0.52238806,0.537313433,0.3,2341.014712
0.52238806,0.417910448,0.3,2288.127791
0.52238806,0.432835821,0.3,2309.869946
0.52238806,0.373134328,0.3,2201.226194
0.52238806,0.388059701,0.3,2233.50798
0.52238806,0.417910448,0.24,2262.605544
0.52238806,0.373134328,0.285,2202.13843
0.52238806,0.388059701,0.24,2210.068431
0.52238806,0.388059701,0.255,2222.253088
0.52238806,0.388059701,0.27,2230.530357
0.52238806,0.388059701,0.285,2234.346719
0.52238806,0.402985075,0.225,2222.004973
0.52238806,0.402985075,0.24,2238.042009
0.52238806,0.402985075,0.255,2250.690101
0.52238806,0.402985075,0.27,2259.318281
0.52238806,0.402985075,0.285,2263.348259
0.52238806,0.402985075,0.21,2203.238648
0.52238806,0.417910448,0.21,2226.764526
0.52238806,0.417910448,0.27,2284.608025
0.52238806,0.417910448,0.195,2205.352142
0.52238806,0.417910448,0.225,2246.078186
0.52238806,0.417910448,0.255,2275.666358
0.52238806,0.417910448,0.285,2288.830086
0.52238806,0.432835821,0.195,2224.850503
0.52238806,0.432835821,0.21,2246.764524
0.52238806,0.432835821,0.225,2266.547895
0.52238806,0.432835821,0.24,2283.49658
0.52238806,0.432835821,0.255,2296.912656
0.52238806,0.432835821,0.27,2306.124884
0.52238806,0.432835821,0.18,2201.499325
0.52238806,0.447761194,0.18,2216.927004
0.52238806,0.447761194,0.195,2240.702407
0.52238806,0.447761194,0.21,2263.027155
0.52238806,0.447761194,0.225,2283.195437
0.52238806,0.447761194,0.24,2300.489751
0.52238806,0.462686567,0.165,2203.77098
0.52238806,0.462686567,0.18,2228.64165
0.52238806,0.462686567,0.195,2252.740836
0.52238806,0.462686567,0.21,2275.379235
0.52238806,0.462686567,0.225,2295.841648
0.52238806,0.47761194,0.18,2236.520537
0.52238806,0.47761194,0.195,2260.838291
0.52238806,0.47761194,0.21,2283.688501
0.52238806,0.47761194,0.225,2304.349639
0.52238806,0.47761194,0.165,2211.430241
0.52238806,0.492537313,0.165,2215.279922
0.52238806,0.492537313,0.18,2240.480834
0.52238806,0.492537313,0.195,2264.908694
0.52238806,0.492537313,0.21,2287.865631
0.52238806,0.507462687,0.21,2287.865617
